OBJECTID,Shape,COMPKEY,ELMNTKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,MEASDIST,RECEIPT_NBR,PANDD_NBR,PANDD_NBR_START,MODEL,PAIDAREA,SUBAREA,SIDE,CONDITION,OWNERSHIP,CURRENT_STATUS,PERSO_NBR,PAY_BY_PHONE,WIRELESS_CARRIER,MODEM,CARD_READER,CATEGORY,PS_CONFIGURATION,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,SUN_RATE1,SUN_START1,SUN_END1,SUN_RATE2,SUN_START2,SUN_END2,SUN_RATE3,SUN_START3,SUN_END3,START_TIME_WKD,END_TIME_WKD,START_TIME_SAT,END_TIME_SAT,START_TIME_SUN,END_TIME_SUN,PEAK_HOUR,SHAPE_LNG,SHAPE_LAT
55,"(47.60548396100006, -122.32609131399994)",533951,8370,109,8272,153,-27,PSL-H537,PSL,8TH AVE 0060 BLOCK NE SIDE ( 133) 133 FT NW/O JAMES ST (08-06-10)                                                                                                                                                                                              ,133,H537,8537002,8537,MS1,First Hill,,NE,GOOD,SDOT,INSVC,1339,87172,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.326091315122014,47.605483959832597
56,"(47.66274614200006, -122.31181659299995)",529934,25042,109,2035,543,-38,PSL-L063,PSL,15TH AVE NE 0450 BLOCK E SIDE ( 521) 521 FT N/O NE 45TH ST (NE15-45-46)                                                                                                                                                                                        ,521,L063,12063104,12063,STELIO,University District,Edge,E,GOOD,SDOT,INSVC,2658,86038,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,1,480,659,1,660,1079,,,,1,480,659,1,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,3-7PM,-122.311816594067011,47.662746141185004
57,"(47.65825117700007, -122.31384571899997)",529405,84690,109,16791,128.5,-26,PSL-L086,PSL,NE 42ND ST 0130 BLOCK S SIDE ( 105) 105 FT E/O BROOKLYN AVE NE (NE42-13-09)                                                                                                                                                                                    ,105,L086,12086002,12086,STELIO,University District,Core,S,GOOD,SDOT,INSVC,1354,87939,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313845720071996,47.658251175977803
58,"(47.602045272000055, -122.33429887799997)",527633,68905,109,1000,118,30,PSL-A072,PSL,1ST AVE 0060 BLOCK W SIDE (  88) 88 FT N/O YESLER WAY (01-06-07)                                                                                                                                                                                               ,88,A072,1072502,1072,MS1,Pioneer Square,Core,W,GOOD,SDOT,INSVC,1660,86069,T-MOBILE,3G, ,DISPLAY,12985,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM 3-6PM,-122.334298879231014,47.6020452715929
59,"(47.61926048400005, -122.34615212799997)",488509,35694,109,13073,254,-39,PSL-S177,PSL,TAYLOR AVE N 0010 BLOCK E SIDE ( 234) 234 FT N/O DENNY WAY (NTR-01-16)                                                                                                                                                                                         ,234,S177,17177010,17177,STRADA,Uptown Triangle,,E,GOOD,SDOT,INSVC,1241,88110,T-MOBILE,2G,M900,DISPLAY,,DISTRICT7, ,N,,1.5,480,659,1.5,660,1079,,,,1.5,480,659,1.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.346152129423004,47.619260483221794
60,"(47.61086280600006, -122.32873943499999)",528314,35821,109,13207,182,22,PSL-H004,PSL,UNIVERSITY ST 0090 BLOCK NW SIDE ( 182) 182 FT NE/O 9TH AVE (13-09-18)                                                                                                                                                                                         ,182,H004,8004002,8004,MS1,First Hill,,NW,GOOD,SDOT,INSVC,1331,88092,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT7,DISTRICT3,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.328739436131016,47.610862805147896
61,"(47.62478716800007, -122.32108083299994)",528002,9477,109,9456,189,36,PSL-F032,PSL,BROADWAY E 0060 BLOCK W SIDE ( 176) 176 FT N/O E MERCER ST (EBY-06-11)                                                                                                                                                                                         ,176,F032,6032002,6032,MS1,Capitol Hill,North,W,GOOD,SDOT,INSVC,2271,86673,T-MOBILE,3G, ,DISPLAY,12963,DISTRICT3, ,N,,2.5,480,659,3.5,660,1019,4.5,1020,1199,2.5,480,659,3.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.321080834686015,47.624787166465296
62,"(47.601918589000036, -122.32962301399999)",527628,55410,109,10119,171,-19,PSL-A067,PSL,DILLING WAY 0030 BLOCK SE SIDE (  91) 91 FT NE/O 3RD AVE (4-03-35)                                                                                                                                                                                             ,91,A067,1067002,1067,MS1,Pioneer Square,Edge,SE,GOOD,SDOT,UNDERCONS,1410,88045,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.329623015230993,47.601918588095003
63,"(47.61798390300004, -122.31832889099996)",525874,24417,109,1385,144,31,PSL-F505,PSL,11TH AVE 0180 BLOCK W SIDE ( 144) 144 FT N/O E HOWELL ST (E11-18-23)                                                                                                                                                                                           ,144,F505,6505004,6505,MS1,Capitol Hill,South,W,GOOD,SDOT,INSVC,1351,86685,T-MOBILE,3G, ,DISPLAY,12976,DISTRICT3, ,N,,2,480,659,2.5,660,1019,3.5,1020,1199,2,480,659,2.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.31832889247201,47.617983902016498
64,"(47.609122813000056, -122.32636793399996)",596534,13086,109,13108,93,-23,PSL-H155,PSL,TERRY AVE 0100 BLOCK NE SIDE (  68) 68 FT NW/O MADISON ST (TY-10-04)                                                                                                                                                                                           ,68,H155,8155002,8155,MS1,First Hill,,NE, ,SDOT,INSVC,1331,88204,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.326367935502006,47.609122811510197
65,"(47.62433749600007, -122.32975586299995)",336195,79789,109,11779,170.5,22,PSL-U074,PSL,MERCER ST 0130 BLOCK N SIDE ( 156) 156 FT E/O YALE AVE N (N6-13-12)                                                                                                                                                                                            ,156,U074,19074002,19074,STRADA,South Lake Union,South,N,GOOD,SDOT,INSVC,1646,88066,T-MOBILE,2G,M900,DISPLAY,,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.329755864127009,47.624337494662598
66,"(47.60880955500005, -122.34352175699996)",282758,80193,109,12210,36.25,24,PSL-B118,PSL,PINE ST 0002 BLOCK NW SIDE (  35) 35 FT NE/O ALASKAN E RDWY WAY (16-0X-04)                                                                                                                                                                                     ,35,B118,2118004,2118,MS1,Commercial Core,Waterfront,NW,GOOD,SDOT,INSVC,1651,87050,T-MOBILE,3G, ,DISPLAY,13238,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.343521758918001,47.608809553629001
67,"(47.62433315100003, -122.33142676899996)",336193,11785,109,11778,74,22,PSL-U072,PSL,MERCER ST 0125 BLOCK N SIDE (  53) 53 FT E/O PONTIUS AVE N (N6-12-54)                                                                                                                                                                                          ,53,U072,19072002,19072,STRADA,South Lake Union,South,N,GOOD,SDOT,INSVC,1646,87034,ATT,3G,M900,DISPLAY,14460,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.331426769849003,47.624333150585301
68,"(47.62106635100008, -122.33729733599995)",339071,13109,109,13120,72,34,PSL-U132,PSL,TERRY AVE N 0030 BLOCK W SIDE (  57) 57 FT N/O THOMAS ST (NTY-03-03)                                                                                                                                                                                           ,57,U132,19132002,19132,REV1,South Lake Union,South,W,GOOD,SDOT,INSVC,1646,87729,T-MOBILE,3G, ,DISPLAY,14460,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.337297337352013,47.621066349698097
69,"(47.67529366800005, -122.31726169999996)",282043,57914,109,12614,115,-25,PSL-R105,PSL,ROOSEVELT WAY NE 0640 BLOCK E SIDE (  97) 97 FT N/O NE 64TH ST (NERW-64-06)                                                                                                                                                                                    ,97,R105,16105004,16105,STRADA,Roosevelt,,E,GOOD,SDOT,INSVC,2668,87588,T-MOBILE,3G,M900,DISPLAY,,DISTRICT4, ,N,,0.5,480,659,0.5,660,1019,0.5,1020,1199,0.5,480,659,0.5,660,1019,0.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.317261701218001,47.675293667533296
70,"(47.61963701800005, -122.34295734099999)",337563,56350,109,11075,136,-31,PSL-U273,PSL,JOHN ST 0070 BLOCK S SIDE ( 123) 123 FT E/O AURORA NB AVE N (N2-07-09)                                                                                                                                                                                         ,123,U273,19273010,19273,REV1,South Lake Union,South,S,GOOD,SDOT,INSVC,2160,86747,T-MOBILE,3G, ,DISPLAY,14461,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.342957342294,47.619637016771499
71,"(47.62420748900007, -122.33125630599994)",336021,11786,109,11778,116,-24,PSL-U070,PSL,MERCER ST 0125 BLOCK S SIDE ( 100) 100 FT E/O PONTIUS AVE N (N6-12-N6-12-57)                                                                                                                                                                                   ,100,U070,19070002,19070,STRADA,South Lake Union,South,S,GOOD,SDOT,INSVC,1646,87601,T-MOBILE,2G,M900,DISPLAY,14460,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.331256307104013,47.624207487730395
72,"(47.613506605000055, -122.31670019299997)",351554,69446,109,1536,225,-21,PSL-G080,PSL,12TH AVE 0140 BLOCK E SIDE ( 194) 194 FT N/O E MADISON ST (E12-14-14)                                                                                                                                                                                          ,194,G080,7080002,7080,MS1,Pike-Pine,,E,GOOD,SDOT,INSVC,1355,87392,T-MOBILE,3G, ,DISPLAY,14210,DISTRICT3, ,N,,2.5,480,659,3,660,1019,3.5,1020,1199,2.5,480,659,3,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.316700194345017,47.613506604212702
73,"(47.62003101200003, -122.35554259899999)",284125,46257,109,1026,96,25,PSL-S096,PSL,1ST AVE N 0020 BLOCK W SIDE (  81) 81 FT N/O JOHN ST (N01-02-07)                                                                                                                                                                                               ,81,S096,17096004,17096,STELIO,Uptown,Edge,W,GOOD,SDOT,INSVC,1653,86185,ATT,3G,M500,DISPLAY,,DISTRICT7, ,N,,1.5,480,659,1.5,660,1019,1.5,1020,1199,1.5,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.355542600640007,47.620031010781595
74,"(47.63560307000006, -122.34009585999996)",338157,120200,109,334887,147,-26,PSL-T012,PSL,WESTLAKE EAST RDWY AVE N 0180 BLOCK E SIDE ( 147) 147 FT N/O HOWE ST (NXE4-18-218)                                                                                                                                                                             ,147,T012,18012007,18012,EVO,Westlake Ave N,,E,GOOD,SDOT,INSVC,2413,88160,T-MOBILE,3G,M900,SPACE,,DISTRICT7, ,N,,1,540,659,1,660,959,,,,,,,,,,,,,,,,,,,,,,09AM,04PM,,,,,,-122.340095861250006,47.635603068999693
